biz_date,treasury_bond_rate_1m,treasury_bond_rate_3m,treasury_bond_rate_6m,treasury_bond_rate_1y,treasury_bond_rate_3y,treasury_bond_rate_10y,cdb_rate_6m,cdb_rate_1y,cdb_rate_3y,cdb_rate_10y,loc_rate_6m,loc_rate_1y,loc_rate_3y,loc_rate_10y,cdi_rate_6m,cdi_rate_1y,cdi_rate_3y,cdi_rate_10y,com_rate_1m,com_rate_3m,com_rate_6m,com_rate_1y,com_rate_3y,com_rate_10y,oil_dtd_spot,luowen_steel_future,gold_comex_future,csi300_index,investment_real_estate_ratio,new_area_ratio,working_area_ratio,finish_area_ratio,saled_area_ratio,saled_amount_ratio,fixedinvestment_used,cpi,cpi_food,ppi,ppirm,energy_price_index,non-manufacturing_pmi,m2_ratio,credit_ratio,social finance_ratio
2008-09-04,2.5798,3.1319,3.195,3.4,3.7066,4.1643,3.875,4.117,4.467,4.9375,0.0,0.0,0.0,0.0,4.69,5.02,5.548,6.1254,3.216,3.7809,4.47,4.81,5.3086,5.85,103.41,0.0,803.2,2251.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-05,2.5459,3.1562,3.2376,3.39,3.7107,4.1703,3.88,4.1165,4.4658,4.925,0.0,0.0,0.0,0.0,4.71,5.01,5.546,6.1213,3.2186,3.8155,4.505,4.8,5.3068,5.835,102.03,0.0,802.8,2183.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-08,2.5042,3.1601,3.2,3.3818,3.6771,4.1705,3.8402,4.1335,4.4664,4.926,0.0,0.0,0.0,0.0,4.685,5.005,5.531,6.1217,3.1863,3.7672,4.4652,4.797,5.2928,5.8368,101.64,0.0,802.5,2126.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-09,2.4929,3.1572,3.1977,3.3782,3.6487,4.1429,3.8387,4.1538,4.4352,4.896,0.0,0.0,0.0,0.0,4.69,4.98,5.55,6.15,3.1616,3.7555,4.4637,4.794,5.2628,5.7968,99.33,0.0,792.0,2139.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-10,2.4853,3.1258,3.205,3.3564,3.6096,4.1015,3.9191,4.1104,4.42,4.846,0.0,0.0,0.0,0.0,4.77,4.97,5.52,6.11,3.1574,3.8281,4.5441,4.78,5.2328,5.7568,96.25,0.0,762.5,2143.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-11,2.5419,3.134,3.215,3.3641,3.6086,4.0631,3.8591,4.1174,4.3964,4.816,0.0,0.0,0.0,0.0,4.785,5.03,5.5142,6.1136,3.137,3.8335,4.5619,4.7826,5.23,5.7268,96.28,0.0,745.5,2072.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-12,2.4875,3.15,3.195,3.3268,3.5893,3.9712,3.8627,4.1193,4.3722,4.725,0.0,0.0,0.0,0.0,4.765,5.0324,5.4792,6.0,3.1344,3.8139,4.5419,4.785,5.195,5.6349,96.66,0.0,764.5,2077.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-16,2.4785,3.0782,3.125,3.2493,3.4,3.8,3.7927,4.0418,4.1829,4.5538,0.0,0.0,0.0,0.0,4.695,4.9549,5.38,5.9,3.1168,3.7705,4.4719,4.7075,5.0569,5.5462,86.69,0.0,780.5,2000.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-17,2.455,3.0218,3.055,3.155,3.3081,3.7119,3.67,3.85,3.9296,4.4,0.0,0.0,0.0,0.0,4.7,4.93,5.33,5.92,3.1137,3.7429,4.42,4.65,5.02,5.57,86.95,0.0,850.5,1929.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-18,2.542,3.1057,3.125,3.18,3.3668,3.712,3.7696,3.9337,4.0,4.4338,0.0,0.0,0.0,0.0,4.7996,5.0137,5.37,5.9538,3.1721,3.8289,4.5196,4.7337,5.06,5.6038,90.94,0.0,897.0,1895.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-19,2.6656,3.1311,3.185,3.2344,3.4,3.69,3.82,4.0167,4.05,4.45,0.0,0.0,0.0,0.0,4.819,5.0177,5.41,5.99,3.4058,3.9519,4.539,4.7377,5.1,5.645,93.78,0.0,864.7,2073.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-22,2.6825,3.1911,3.21,3.285,3.4609,3.7594,3.88,4.0152,4.081,4.4,0.0,0.0,0.0,0.0,4.719,4.9177,5.31,5.89,3.4286,3.9083,4.439,4.6377,5.0,5.545,100.67,0.0,909.0,2207.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-23,2.7922,3.2911,3.3,3.3501,3.4566,3.7612,3.8613,4.01,4.05,4.38,0.0,0.0,0.0,0.0,4.619,4.8177,5.21,5.79,3.3286,3.8083,4.339,4.5377,4.9,5.445,102.04,0.0,891.2,2123.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-24,2.7745,3.2711,3.28,3.34,3.3872,3.7601,3.8813,3.99,4.03,4.35,0.0,0.0,0.0,0.0,4.519,4.7177,5.11,5.69,3.3105,3.746,4.239,4.4377,4.8,5.345,102.15,0.0,895.0,2138.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-25,2.6895,3.2411,3.3,3.3599,3.3876,3.7276,3.9064,4.0081,4.0302,4.3202,0.0,0.0,0.0,0.0,4.619,4.78,5.06,5.59,3.1831,3.7592,4.339,4.485,4.75,5.245,100.44,0.0,882.0,2223.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-26,2.7312,3.2316,3.28,3.3455,3.3871,3.7282,3.8438,4.0112,4.0312,4.36,0.0,0.0,0.0,0.0,4.663,4.768,5.058,5.64,3.2043,3.8118,4.3827,4.4727,4.7489,5.29,101.11,0.0,888.5,2243.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-27,2.7143,3.2074,3.265,3.35,3.387,3.7143,3.8637,4.0059,4.0423,4.4203,0.0,0.0,0.0,0.0,4.683,4.793,5.053,5.678,3.1871,3.8128,4.4026,4.4981,4.7439,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-28,2.697,3.2211,3.26,3.3481,3.3919,3.7155,3.8715,4.0062,4.047,4.4395,0.0,0.0,0.0,0.0,4.7,4.823,5.058,5.677,3.1974,3.8219,4.4192,4.5281,4.7486,5.3499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-06,2.8004,3.1869,3.2396,3.3041,3.4128,3.6809,3.96,4.0077,4.0407,4.4156,0.0,0.0,0.0,0.0,4.7714,4.81,5.028,5.627,3.1956,3.8908,4.4933,4.5164,4.7235,5.3,84.53,0.0,866.2,2128.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-07,2.804,3.1986,3.1902,3.253,3.2825,3.5309,3.9003,3.9223,3.9525,4.16,0.0,0.0,0.0,0.0,4.68,4.7436,4.9481,5.527,3.1799,3.8237,4.4,4.45,4.6436,5.2,82.91,0.0,882.0,2102.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-08,2.7668,3.1406,3.1408,3.1997,3.1285,3.3499,3.8656,3.8426,3.82,3.9452,0.0,0.0,0.0,0.0,4.6,4.6637,4.7481,5.2232,2.9397,3.657,4.305,4.37,4.4536,4.85,80.42,0.0,906.5,2022.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-09,2.547,2.9155,2.9155,2.9093,2.8788,3.15,3.61,3.63,3.426,3.713,0.0,0.0,0.0,0.0,4.3511,4.4511,4.5545,5.0732,2.7857,3.4392,4.0561,4.1574,4.26,4.7,81.67,0.0,886.5,1995.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-10,2.4107,2.7974,2.81,2.7352,2.6513,3.051,3.6158,3.6592,3.33,3.6767,0.0,0.0,0.0,0.0,4.3569,4.4803,4.5312,5.0103,2.786,3.4344,4.0619,4.1866,4.2367,4.6371,74.51,0.0,859.0,1906.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-13,2.5366,2.722,2.8,2.8229,2.6811,3.126,3.6722,3.6254,3.3854,3.7569,0.0,0.0,0.0,0.0,4.4269,4.4815,4.5812,5.0903,2.6437,3.4466,4.1498,4.1878,4.2842,4.7171,74.22,0.0,842.5,1985.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-14,2.5399,2.6879,2.75,2.8,2.9046,3.1593,3.6367,3.65,3.46,3.7707,0.0,0.0,0.0,0.0,4.4415,4.5062,4.5949,5.1103,2.6121,3.4365,4.1643,4.2125,4.33,4.7371,74.9,0.0,839.5,1934.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-15,2.5142,2.6947,2.7502,2.8472,2.8196,3.1062,3.5618,3.57,3.43,3.7523,0.0,0.0,0.0,0.0,4.3415,4.4,4.4995,4.9623,2.4271,3.2774,4.06,4.16,4.2366,4.6371,68.97,0.0,839.0,1914.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-16,2.406,2.5447,2.56,2.7753,2.7935,3.1267,3.5775,3.5544,3.4,3.7,0.0,0.0,0.0,0.0,4.32,4.38,4.47,4.8532,2.4203,3.1524,3.9104,4.13,4.18,4.5371,64.38,0.0,804.5,1820.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-17,2.4835,2.5946,2.6356,2.8244,2.7971,3.1768,3.5574,3.5149,3.38,3.7542,0.0,0.0,0.0,0.0,4.3,4.32,4.45,4.8,2.4105,3.2292,3.9767,4.0634,4.16,4.48,66.15,0.0,787.7,1833.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-20,2.4877,2.5434,2.638,2.7747,2.7653,3.182,3.5621,3.5095,3.395,3.76,0.0,0.0,0.0,0.0,4.35,4.3009,4.35,4.7294,2.4265,3.2875,4.0267,4.0443,4.06,4.4305,67.53,0.0,790.0,1896.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-21,2.51,2.5431,2.5885,2.7303,2.7449,3.1826,3.488,3.4725,3.3777,3.7601,0.0,0.0,0.0,0.0,4.3539,4.2657,4.2817,4.7553,2.431,3.2977,4.0306,4.0091,3.9854,4.4564,66.17,0.0,768.0,1881.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-22,2.5221,2.6179,2.6898,2.7224,2.7757,3.1922,3.4031,3.4393,3.3771,3.77,0.0,0.0,0.0,0.0,4.22,4.1767,4.25,4.7053,2.4019,3.2067,3.9,3.9201,3.9852,4.4064,63.94,0.0,735.2,1833.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-23,2.4966,2.5431,2.6399,2.6884,2.7501,3.1978,3.4382,3.4316,3.378,3.73,0.0,0.0,0.0,0.0,4.1452,4.15,4.2755,4.7553,2.3891,3.1479,3.8252,3.8812,4.0107,4.4583,65.71,0.0,714.7,1834.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-24,1.9799,2.52,2.5899,2.6696,2.751,3.1931,3.2632,3.3224,3.35,3.7253,0.0,0.0,0.0,0.0,4.0952,4.12,4.2643,4.8,2.3805,3.1249,3.7752,3.808,4.0041,4.5102,60.86,0.0,730.3,1781.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-27,2.2195,2.5434,2.6437,2.669,2.7214,3.1522,3.3116,3.3132,3.3183,3.68,0.0,0.0,0.0,0.0,4.1185,4.11,4.2769,4.86,2.3872,3.1519,3.7985,3.798,3.987,4.47,59.32,0.0,742.9,1654.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-28,2.0473,2.5186,2.64,2.6191,2.6826,3.1042,3.1798,3.1835,3.2317,3.63,0.0,0.0,0.0,0.0,4.0754,4.11,4.2852,4.91,2.3608,3.0606,3.6585,3.6683,3.9392,4.4301,58.94,0.0,740.5,1705.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-29,2.261,2.5182,2.55,2.562,2.6538,3.0694,3.1346,3.1352,3.2521,3.5507,0.0,0.0,0.0,0.0,4.05,4.13,4.3,4.96,2.3543,3.0346,3.6138,3.62,3.96,4.48,64.27,0.0,754.0,1658.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-30,1.9555,2.4436,2.538,2.5899,2.5813,3.0703,2.96,2.995,3.0543,3.4905,0.0,0.0,0.0,0.0,4.0218,4.1001,4.25,4.9167,2.3342,2.959,3.5389,3.62,3.86,4.43,60.96,0.0,738.5,1697.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-31,1.9092,2.3942,2.45,2.527,2.5605,3.0751,2.9291,2.973,3.0305,3.5003,0.0,0.0,0.0,0.0,3.985,4.1,4.2329,4.9203,2.3559,2.9983,3.572,3.6198,3.8349,4.4336,60.56,0.0,718.2,1663.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-03,2.3254,2.3954,2.4849,2.5266,2.5454,3.0549,2.93,2.94,3.0293,3.501,0.0,0.0,0.0,0.0,3.965,4.094,4.2349,4.9243,2.3545,2.9884,3.5592,3.6139,3.8369,4.4372,60.51,0.0,726.8,1653.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-04,1.9611,2.44,2.4896,2.48,2.5272,3.0569,2.948,2.9714,2.9344,3.4514,0.0,0.0,0.0,0.0,3.9513,4.094,4.1949,4.9705,2.3822,2.9782,3.5455,3.6452,3.812,4.45,63.77,0.0,757.3,1627.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-05,2.3083,2.4212,2.4789,2.4534,2.515,3.0676,2.9178,2.9262,2.9217,3.4766,0.0,0.0,0.0,0.0,3.9016,4.004,4.1945,5.0219,2.2561,2.8888,3.4755,3.5567,3.8181,4.4536,61.46,0.0,742.4,1691.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-06,2.2726,2.4349,2.44,2.4357,2.4634,3.0424,2.8173,2.8483,2.782,3.4765,0.0,0.0,0.0,0.0,3.882,3.9453,4.1748,5.023,2.2796,2.8397,3.3761,3.475,3.71,4.4,56.01,0.0,732.2,1649.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-07,1.8051,2.245,2.27,2.2963,2.3428,2.9767,2.73,2.77,2.7478,3.4572,0.0,0.0,0.0,0.0,3.8441,3.9213,4.1548,4.9761,2.2594,2.7605,3.2886,3.4537,3.6758,4.3807,56.31,0.0,734.2,1677.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-10,1.6515,2.2204,2.25,2.286,2.3071,2.9005,2.71,2.7515,2.721,3.3618,0.0,0.0,0.0,0.0,3.8155,3.8976,4.129,4.9254,2.2011,2.7167,3.26,3.43,3.65,4.33,56.59,0.0,746.5,1801.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-11,1.6431,2.2,2.23,2.2517,2.3032,2.9221,2.67,2.7257,2.6884,3.3621,0.0,0.0,0.0,0.0,3.7955,3.8786,4.1,4.9493,2.209,2.7128,3.24,3.4,3.61,4.331,53.85,0.0,732.8,1781.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-12,1.6459,2.02,2.1714,2.25,2.3025,2.8969,2.5424,2.6255,2.6468,3.3224,0.0,0.0,0.0,0.0,3.75,3.83,4.04,4.9,2.217,2.6976,3.18,3.3,3.55,4.29,51.69,0.0,718.3,1801.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-13,1.5744,1.95,1.9868,2.1155,2.2212,2.8639,2.437,2.4437,2.4084,3.2091,0.0,0.0,0.0,0.0,3.65,3.73,3.8909,4.95,2.2202,2.6625,3.1,3.2,3.45,4.24,50.84,0.0,705.0,1874.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-14,1.5805,2.0121,2.0224,2.0902,2.243,2.9482,2.43,2.4538,2.4887,3.3551,0.0,0.0,0.0,0.0,3.643,3.74,4.0,5.09,2.2342,2.6594,3.093,3.21,3.55,4.382,51.03,0.0,742.5,1943.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-17,1.5469,1.93,1.9477,2.067,2.2519,2.9984,2.35,2.409,2.5386,3.3833,0.0,0.0,0.0,0.0,3.593,3.69,4.05,5.12,2.2534,2.6605,3.065,3.16,3.6,4.412,51.45,0.0,742.0,1987.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-18,1.5365,1.9202,1.9388,2.0195,2.2577,2.9974,2.3179,2.332,2.5502,3.4148,0.0,0.0,0.0,0.0,3.563,3.67,3.98,5.1469,2.2663,2.6453,3.0333,3.14,3.5399,4.4,49.18,0.0,732.7,1839.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-19,1.6693,1.9941,2.0307,2.1,2.2772,3.0885,2.44,2.48,2.6325,3.5296,0.0,0.0,0.0,0.0,3.66,3.72,4.06,5.22,2.2805,2.6862,3.13,3.29,3.68,4.51,48.88,0.0,736.0,1953.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-20,1.638,1.9545,1.9909,2.0689,2.3067,3.0531,2.5,2.4924,2.6604,3.5013,0.0,0.0,0.0,0.0,3.7,3.73,4.01,5.245,2.3149,2.7504,3.19,3.3024,3.63,4.485,46.5,0.0,748.7,1932.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-21,1.6715,1.9798,2.0177,2.0585,2.2767,3.0049,2.4801,2.4927,2.6358,3.4504,0.0,0.0,0.0,0.0,3.68,3.732,3.96,5.2,2.2648,2.7093,3.17,3.304,3.58,4.435,45.31,0.0,791.8,1920.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-24,1.6688,2.06,2.085,2.1347,2.3086,3.0638,2.4205,2.44,2.5761,3.4889,0.0,0.0,0.0,0.0,3.62,3.68,3.9,5.255,2.2604,2.6728,3.11,3.25,3.52,4.49,49.97,0.0,819.5,1837.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-25,1.6874,2.0463,2.0708,2.1416,2.3089,3.1728,2.475,2.404,2.5368,3.5823,0.0,0.0,0.0,0.0,3.6277,3.6813,3.85,5.355,2.2652,2.6912,3.14,3.28,3.48,4.59,48.0,0.0,818.5,1834.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-26,1.6763,2.0,2.02,2.08,2.24,3.1034,2.4242,2.3424,2.4679,3.5129,0.0,0.0,0.0,0.0,3.5922,3.6197,3.7811,5.2856,2.2645,2.6671,3.0892,3.2184,3.4111,4.5206,49.88,0.0,808.5,1843.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-27,1.3532,1.661,1.738,1.83,1.9686,2.9064,2.13,2.15,2.4202,3.268,0.0,0.0,0.0,0.0,3.298,3.4278,3.57,5.0407,1.9273,2.3196,2.795,3.026,3.2,4.2757,50.41,0.0,0.0,1870.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
